DepVar,Const,Mktrf,SMB,HML,RMW,CMA,R-squared
Mktrf,0.006346201147348788,0,-0.10187235108394878,0.8733562265415042,-1.291348395600308,-1.1026543907862218,0.3297889716234933
SMB,0.0007215450293559729,-0.053335866424082806,0.0,-1.1002318445520318,0.002107887583182977,0.8474638567935832,0.7458864215599879
HML,0.0030768005014672924,0.13470770754068667,-0.3241322247249187,0.0,0.6330678294644632,0.91585796418115,0.8698617790979937
RMW,-0.0009780918805465384,-0.2496929035350508,0.0007784795214963169,0.7936188824000587,0.0,-0.9421657892477048,0.866115864214518
CMA,-0.0015408168196987932,-0.0015408168196987932,-0.15488714466239473,0.22737050293587524,0.8340710824549291,0.0,0.8501274030497734
