DepVar,Const_t,Mktrf_t,SMB_t,HML_t,RMW_t,CMA_t
Mktrf,0.8845425692435863,0,-0.2765571782532222,1.366265079330267,-2.5811611607096907,-1.6980808199710717
SMB,0.13535120058661299,-0.2765571782532184,0.0,-2.785695554082194,0.0047930470619129166,1.8279783336092998
HML,1.1082994945781464,1.3662650793302629,-2.7856955540821926,0.0,3.759770314452958,6.7301232007529705
RMW,-0.30269903356896677,-2.581161160709691,0.00479304706191366,3.759770314452957,0.0,-5.041970945926466
SMB,-0.5639452321561044,-1.6980808199710706,1.8279783336092987,6.7301232007529705,-5.041970945926464,0.0
