date,row_type,row_count,col_type,col_count,ExcessReturn
2016-07,OP,1,Size,1,0.016208256702913988
2016-08,OP,1,Size,1,0.07983543318449177
2016-09,OP,1,Size,1,0.05235081074268141
2016-10,OP,1,Size,1,0.06972402500878194
2016-11,OP,1,Size,1,0.050848912897855
2016-12,OP,1,Size,1,0.029992268933275838
2017-01,OP,1,Size,1,-0.04186838379439995
2017-02,OP,1,Size,1,0.0506484749050141
2017-03,OP,1,Size,1,-0.051439595843169386
2017-04,OP,1,Size,1,-0.09606525935950254
2017-05,OP,1,Size,1,-0.10405329933879442
2017-06,OP,1,Size,1,0.04703727026589388
2016-07,OP,2,Size,1,0.0029377134616308106
2016-08,OP,2,Size,1,0.06716142509286414
2016-09,OP,2,Size,1,0.027895822093675714
2016-10,OP,2,Size,1,0.04292182644074522
2016-11,OP,2,Size,1,0.042554415374030846
2016-12,OP,2,Size,1,0.0007509021855456757
2017-01,OP,2,Size,1,-0.026448915807335556
2017-02,OP,2,Size,1,0.036181563881714646
2017-03,OP,2,Size,1,-0.04329214973593067
2017-04,OP,2,Size,1,-0.06804522338193114
2017-05,OP,2,Size,1,-0.08501388787423098
2017-06,OP,2,Size,1,0.03743545310851972
2016-07,OP,3,Size,1,-0.010411177631986077
2016-08,OP,3,Size,1,0.06628528963722917
2016-09,OP,3,Size,1,0.011875257552860233
2016-10,OP,3,Size,1,0.053215956448974366
2016-11,OP,3,Size,1,0.0325252542890397
2016-12,OP,3,Size,1,-0.038691812158933296
2017-01,OP,3,Size,1,-0.03879624488279529
2017-02,OP,3,Size,1,0.04235741874169686
2017-03,OP,3,Size,1,-0.016353741978311354
2017-04,OP,3,Size,1,-0.09013184744547716
2017-05,OP,3,Size,1,-0.08759974381696135
2017-06,OP,3,Size,1,0.034402776279991325
2016-07,OP,4,Size,1,-0.011803388629531869
2016-08,OP,4,Size,1,0.06242568116031377
2016-09,OP,4,Size,1,0.0021289259524357577
2016-10,OP,4,Size,1,0.05014353114933337
2016-11,OP,4,Size,1,0.021887911531324838
2016-12,OP,4,Size,1,-0.03528178251151819
2017-01,OP,4,Size,1,-0.013254472182222293
2017-02,OP,4,Size,1,0.04642357211445922
2017-03,OP,4,Size,1,-0.005475179398695587
2017-04,OP,4,Size,1,-0.06218735086701874
2017-05,OP,4,Size,1,-0.09729938077914341
2017-06,OP,4,Size,1,0.048593351746048154
2016-07,OP,5,Size,1,-0.013986883348628907
2016-08,OP,5,Size,1,0.05085694402965314
2016-09,OP,5,Size,1,0.003681031264954287
2016-10,OP,5,Size,1,0.04236306199231942
2016-11,OP,5,Size,1,0.0533052554880664
2016-12,OP,5,Size,1,-0.025089148362124388
2017-01,OP,5,Size,1,-0.03117483831644867
2017-02,OP,5,Size,1,0.060680706936003886
2017-03,OP,5,Size,1,-0.005024951088803699
2017-04,OP,5,Size,1,-0.03709176084617853
2017-05,OP,5,Size,1,-0.08373074367415416
2017-06,OP,5,Size,1,0.014506782864982151
2016-07,OP,1,Size,2,-0.006582400416788625
2016-08,OP,1,Size,2,0.07577719960284593
2016-09,OP,1,Size,2,0.01888860261133645
2016-10,OP,1,Size,2,0.04854554844718982
2016-11,OP,1,Size,2,0.024918381494474843
2016-12,OP,1,Size,2,-0.012942420842278372
2017-01,OP,1,Size,2,-0.014137101610746649
2017-02,OP,1,Size,2,0.04582654992106797
2017-03,OP,1,Size,2,-0.042470765824614676
2017-04,OP,1,Size,2,-0.09484715548980699
2017-05,OP,1,Size,2,-0.10127626392629831
2017-06,OP,1,Size,2,0.03439379364220881
2016-07,OP,2,Size,2,-0.007260878527758244
