date,row_type,row_count,col_type,col_count,ExcessReturn
2017-07,OP,2,Size,4,0.06323658719824214
2017-08,OP,2,Size,4,0.033987449955355915
2017-09,OP,2,Size,4,0.0157994473852354
2017-10,OP,2,Size,4,-0.02592359572585503
2017-11,OP,2,Size,4,-0.04259713871862555
2017-12,OP,2,Size,4,-0.018718947683224116
2018-01,OP,2,Size,4,-0.03154424328332012
2017-07,OP,3,Size,4,0.043742524114862104
2017-08,OP,3,Size,4,0.03795638746664861
2017-09,OP,3,Size,4,0.020416526252648642
2017-10,OP,3,Size,4,-0.025995925852703137
2017-11,OP,3,Size,4,-0.04147277557699695
2017-12,OP,3,Size,4,-0.03112726197997827
2018-01,OP,3,Size,4,-0.01283535635201197
2017-07,OP,4,Size,4,0.013016689500525789
2017-08,OP,4,Size,4,0.016676032081175123
2017-09,OP,4,Size,4,0.005874595362263314
2017-10,OP,4,Size,4,-0.0075801471701634855
2017-11,OP,4,Size,4,-0.05294428673880051
2017-12,OP,4,Size,4,-0.001864679598887893
2018-01,OP,4,Size,4,-0.01289065862741518
2017-07,OP,5,Size,4,0.04299173680954484
2017-08,OP,5,Size,4,0.006577158743909153
2017-09,OP,5,Size,4,0.012185887281360462
2017-10,OP,5,Size,4,0.004987388208617348
2017-11,OP,5,Size,4,-0.05871083013750559
2017-12,OP,5,Size,4,-0.004642073141006453
2018-01,OP,5,Size,4,-0.010926932599665979
2017-07,OP,1,Size,5,0.11019854497734181
2017-08,OP,1,Size,5,0.0317865421678982
2017-09,OP,1,Size,5,0.03281102203572532
2017-10,OP,1,Size,5,0.05733484821618071
2017-11,OP,1,Size,5,-0.07009590844897223
2017-12,OP,1,Size,5,0.029727230508619733
2018-01,OP,1,Size,5,0.029481974786532774
2017-07,OP,2,Size,5,0.08036058158452755
2017-08,OP,2,Size,5,0.011581416788006988
2017-09,OP,2,Size,5,-0.009726591678274717
2017-10,OP,2,Size,5,-0.0007301659077431969
2017-11,OP,2,Size,5,-0.019810603487785895
2017-12,OP,2,Size,5,-0.007378175503792451
2018-01,OP,2,Size,5,0.05891417556844315
2017-07,OP,3,Size,5,0.027125614146997358
2017-08,OP,3,Size,5,0.03235865289555956
2017-09,OP,3,Size,5,-0.02038475375152293
2017-10,OP,3,Size,5,0.01737558335761095
2017-11,OP,3,Size,5,-0.01872045198139421
2017-12,OP,3,Size,5,-0.022997216101283628
2018-01,OP,3,Size,5,-0.0013281839007052263
2017-07,OP,4,Size,5,0.03169592642228174
2017-08,OP,4,Size,5,0.020510364469278345
2017-09,OP,4,Size,5,-0.002728810420191603
2017-10,OP,4,Size,5,0.01877259951603008
2017-11,OP,4,Size,5,0.0017567926976437614
2017-12,OP,4,Size,5,-0.018539661734123296
2018-01,OP,4,Size,5,0.05643768745374223
2017-07,OP,5,Size,5,0.03627790338393892
2017-08,OP,5,Size,5,0.019051751224636104
2017-09,OP,5,Size,5,0.014508849145854586
2017-10,OP,5,Size,5,0.0503510532016966
2017-11,OP,5,Size,5,-0.0005837024541202435
2017-12,OP,5,Size,5,0.0239052732148009
2018-01,OP,5,Size,5,0.10107316007069106
