Stkcd,Accper,total_assets,tptal_liability,total_equity,operating profit
300194,2017/12/31,4688809819,518237124.1,4170572695,329173956.2
300194,2018/6/30,4726691373,498885228.6,4227806144,198170899.1
300195,2014/6/30,2659832034,351710266.6,2308121768,82815166.98
300195,2014/12/31,2839518899,470816537.1,2368702362,207902673.6
300195,2015/6/30,2942502829,354460721,2588042108,100573962.7
300195,2015/12/31,3674807010,1202220798,2472586212,183946329
300195,2016/6/30,3548771259,1003971066,2544800192,56998042.9
300195,2016/12/31,3638684934,1038284021,2600400913,84982031.78
300195,2017/6/30,5114678541,1073392507,4041286034,34909422.05
300195,2017/12/31,5324059640,1341071126,3982988515,167952707
300195,2018/6/30,5440191248,1499286938,3940904311,114009774.1
300196,2014/6/30,1501708627,447432259.1,1054276368,69475634.49
300196,2014/12/31,1535316041,396201302.3,1139114739,160958360.6
300196,2015/6/30,2293290401,908695261.3,1384595140,101783408.3
300196,2015/12/31,2267494923,754635503.1,1512859420,233883656.5
300196,2016/6/30,2325408188,706895691.7,1618512496,152382191.7
300196,2016/12/31,3026187757,711152434.6,2315035322,306464295.7
300196,2017/6/30,3000243224,642007888.1,2358235336,125308564.8
300196,2017/12/31,3103969891,651085782.4,2452884109,233307923.9
300196,2018/6/30,3128633822,698320167.4,2430313654,124513357.1
300197,2014/6/30,4261501581,2371104967,1890396614,112753277
300197,2014/12/31,5064224060,3018619385,2045604674,294174691.2
300197,2015/6/30,6129181467,3037820107,3091361360,132708434.7
300197,2015/12/31,6938298297,3677223870,3261074427,328776997.6
300197,2016/6/30,9402159850,4596449357,4805710494,198843415.1
300197,2016/12/31,11439519928,6185141280,5254378649,566547439.5
300197,2017/6/30,14167589958,8752199627,5415390332,290837267.8
300197,2017/12/31,20295963012,13939679774,6356283238,879960430.6
300197,2018/6/30,23527574548,16596221261,6931353287,456832715.5
300198,2014/6/30,1412108533,280563555.5,1131544977,49489250.87
300198,2014/12/31,1555756442,432828250.8,1122928191,57621360.78
300198,2015/6/30,1925162372,716574239.7,1208588132,36066842.99
300198,2015/12/31,2077000760,843518738.8,1233482022,44301901.18
300198,2016/6/30,2380514462,722303240.9,1658211221,35644064.81
300198,2016/12/31,2454538281,737294670.4,1717243611,80522853.43
300198,2017/6/30,2877313891,1144177642,1733136249,38584645.09
300198,2017/12/31,3141618445,1346543867,1795074578,107156354.2
300198,2018/6/30,3182164371,1361971595,1820192775,37600436.87
300199,2014/6/30,1540131466,365957677.1,1174173789,54944389.23
300199,2014/12/31,1697463342,401316979.7,1296146362,183314282.7
300199,2015/6/30,3050621448,640734853.1,2409886595,90878304.7
300199,2015/12/31,3545999432,908684292.9,2637315139,328934769.2
300199,2016/6/30,3791602650,1030712776,2760889874,116433853.8
300199,2016/12/31,4457010554,852422789.6,3604587764,277852399.3
300199,2017/6/30,4603187640,919483313.2,3683704326,168828397.2
300199,2017/12/31,5298007461,1413163133,3884844327,354400723.5
300199,2018/6/30,5607057890,1691232819,3915825071,228347559
300200,2014/6/30,773180085.3,40552301.32,732627783.9,29533216.89
300200,2014/12/31,828533045.9,70633090.53,757899955.3,56216814.71
300200,2015/6/30,805039469.9,62598715.15,742440754.7,31914093.16
300200,2015/12/31,836833988,68119293.32,768714694.7,63520145.99
300200,2016/6/30,815609138.3,52513660.82,763095477.5,42442531.98
300200,2016/12/31,873583900.8,90735679.56,782848221.2,63946487.65
300200,2017/6/30,2126718778,696978617.9,1429740160,19765403.88
300200,2017/12/31,1730430766,274961646.5,1455469119,49937102.54
300200,2018/6/30,1714272296,273392215.1,1440880081,50173522.87
300201,2014/6/30,986878032.6,323708357.5,663169675.1,-8595001.54
300201,2014/12/31,1076814986,400586947.1,676228038.6,5122593.3
300201,2015/6/30,1253478818,514527028.6,738951789.2,-14085484.61
300201,2015/12/31,1318555648,530900927.8,787654720.4,23420477.18
300201,2016/6/30,2016128963,796805836.3,1219323127,560551.86
300201,2016/12/31,2575506305,1213282410,1362223895,101406852.5
300201,2017/6/30,2413500896,1029806974,1383693922,30203841.46
300201,2017/12/31,2712919072,1151843633,1561075439,172276733.7
300201,2018/6/30,2858537192,1373817368,1484719825,24199324.79
300202,2014/6/30,1202597346,124948530,1077648816,32262915.29
300202,2014/12/31,1758638689,372416108.1,1386222581,329911514
300202,2015/6/30,1634329856,245345709.8,1388984146,32838120.22
300202,2015/12/31,1822699013,234398929.9,1588300083,196450358.9
300202,2016/6/30,2232990137,673976736.8,1559013400,3387679.31
300202,2016/12/31,2643537192,769301608.7,1874235583,277141054.9
300202,2017/6/30,2429289261,700311881.8,1728977379,-19418990.24
300202,2017/12/31,2647359439,828382526.6,1818976913,71254420.77
300202,2018/6/30,2489572108,715213784.9,1774358323,14487898.35
300203,2014/6/30,2650410074,681147163.7,1969262911,45963604.82
300203,2014/12/31,2906493155,797801217,2108691938,127455801.1
300203,2015/6/30,3055109594,858009025.9,2197100568,49282602.35
300203,2015/12/31,4113469046,1665790447,2447678599,262650644.7
300203,2016/6/30,4368352223,1877042079,2491310144,52459357.63
300203,2016/12/31,5413317519,2376680872,3036636647,328015951
300203,2017/6/30,5466021127,2382332325,3083688802,128360805.7
300203,2017/12/31,6377998717,2905278663,3472720054,469259539.7
300203,2018/6/30,6860348630,3268650578,3591698052,221288341.6
300204,2014/6/30,1659672299,280063376.3,1379608923,70023013.35
300204,2014/12/31,1811918809,297540612.3,1514378197,203589972.2
300204,2015/6/30,1819841820,268215195.1,1551626625,130900428.8
300204,2015/12/31,2070855880,387059164.7,1683796715,237977625.8
300204,2016/6/30,2104215499,365722260,1738493239,141175817.9
300204,2016/12/31,2350595542,432322223.4,1918273319,295224534.1
300204,2017/6/30,2414866569,442009722.2,1972856847,161402862.2
300204,2017/12/31,2628519510,419142227.9,2209377282,302694278.4
300204,2018/6/30,2748999291,397670755.7,2351328535,115411023
300205,2014/6/30,1955651422,841571648.3,1114079774,48751867.12
300205,2014/12/31,2024585834,909732283.8,1114853551,58817954.57
300205,2015/6/30,1820572104,707825165.7,1112746938,31928871.52
300205,2015/12/31,1683408424,565584853.1,1117823571,11671702.26
300205,2016/6/30,1903235186,781956032.1,1121279154,35822293.3
300205,2016/12/31,1660173620,556814367.4,1103359253,-501885.44
300205,2017/6/30,1994738965,836694127.3,1158044837,30568425.85
300205,2017/12/31,1835218245,623908690.9,1211309554,23189764.97
300205,2018/6/30,2179874770,922654073.7,1257220697,77679890
300206,2014/6/30,1270835438,105933953.8,1164901485,4382930.31
300206,2014/12/31,1355089748,192492159.8,1162597588,-10192489.14
300206,2015/6/30,1340139047,192156291.2,1147982756,-9220384.49
300206,2015/12/31,1452557691,236414754.8,1216142936,65508038.02
300206,2016/6/30,1424765925,240611705.3,1184154220,6231625.05
300206,2016/12/31,1467406627,241683293.6,1225723334,16200489.64
300206,2017/6/30,1480082901,224934499.5,1255148401,25479293.53
300206,2017/12/31,1427069993,175385885.6,1251684108,33476896.35
300206,2018/6/30,1446094273,210848104.9,1235246168,59879466.76
300207,2014/6/30,3528185897,2123843814,1404342083,56604072.09
300207,2014/12/31,4812441241,3245516684,1566924557,204572612.6
300207,2015/6/30,4660178858,2985456221,1674722638,118110880.1
300207,2015/12/31,5711498456,3776065750,1935432706,371835268.6
300207,2016/6/30,5820577865,3725697553,2094880312,157649979.9
300207,2016/12/31,8328862192,5888972807,2439889385,470080731.8
300207,2017/6/30,9618474309,6943485448,2674988861,190431178.6
300207,2017/12/31,13058857348,9973896371,3084960977,628167234.7
300207,2018/6/30,16311763222,10722431196,5589332026,295946808.5
300208,2014/6/30,1206939244,491471393.9,715467849.9,22459078.98
300208,2014/12/31,1437004902,629258733.1,807746169.3,135182874.9
300208,2015/6/30,1933349873,894743350.4,1038606523,226988348.4
300208,2015/12/31,2136752238,979473770.8,1157278467,351954964.3
300208,2016/6/30,2221184184,859844669.1,1361339515,179988782.2
300208,2016/12/31,2775256435,1163744591,1611511843,313372888.3
300208,2017/6/30,3380648963,1514828786,1865820177,298824732.6
300208,2017/12/31,3892073521,1970053577,1922019944,403659621.8
300208,2018/6/30,5064583778,2972671478,2091912300,232904937.4
300209,2014/6/30,923738193.5,54388836.39,869349357.1,2283984.17
300209,2014/12/31,919065673,47852509.32,871213163.7,244697.27
300209,2015/6/30,1007811572,80268099.3,927543473.1,2089284.24
300209,2015/12/31,1004949029,77823984.9,927125044.3,-6510505.58
300209,2016/6/30,2304020329,357271048.2,1946749281,24012187.22
300209,2016/12/31,2451567670,436186778.4,2015380891,104202665.5
300209,2017/6/30,2492119691,487849178.7,2004270512,17320235.52
300209,2017/12/31,2713682269,617949311.2,2095732957,113415395.4
300209,2018/6/30,2613560607,547843909.6,2065716697,6715026.22
300210,2014/6/30,1238321578,443390395.9,794931182.2,50062616.92
300210,2014/12/31,1434318927,573398200.8,860920726,94177228.39
300210,2015/6/30,1422855892,539748926.7,883106965.5,26464370.55
300210,2015/12/31,1743733862,566769646.2,1176964215,79845520.7
300210,2016/6/30,1821869908,618775600.8,1203094308,34952068.36
300210,2016/12/31,2073558277,825906584.8,1247651692,82242108.34
300210,2017/6/30,2286924603,1019519352,1267405252,31093704.95
300210,2017/12/31,2361628361,1055686592,1305941769,69588338.89
300210,2018/6/30,2213118403,888675609.6,1324442793,30023232.98
300211,2014/6/30,553182981,63780371.68,489402609.3,9599658.41
300211,2014/12/31,580648191.8,89869766.84,490778425,10533867.99
300211,2015/6/30,568800223.3,75775093.82,493025129.5,7039157.4
300211,2015/12/31,594987685.3,96668373.08,498319312.2,13252749.02
300211,2016/6/30,579466417.6,76208395.64,503258022,7574207.75
300211,2016/12/31,584550553.1,84346623.6,500203929.5,3286804.12
300211,2017/6/30,562827368.2,62921154.38,499906213.8,2520717.05
300211,2017/12/31,577710052.2,76876243.99,500833808.2,3778656.65
300211,2018/6/30,541948033.6,54221298.79,487726734.8,2119331.29
300212,2014/6/30,2517655635,1541036315,976619320,60349334.04
300212,2014/12/31,3256126316,2155919299,1100207017,163756967.4
300212,2015/6/30,3726072767,2594068801,1132003966,97626944.63
300212,2015/12/31,4654969010,2036632960,2618336050,187805442.7
300212,2016/6/30,4850629679,2172340642,2678289037,105347148.4
300212,2016/12/31,6469295274,3639228871,2830066403,195753575.9
300212,2017/6/30,8024388975,5124400452,2899988522,110260867.7
300212,2017/12/31,9047430453,5798732431,3248698022,308989601.4
300212,2018/6/30,9120346576,5745817826,3374528749,160543527.5
300213,2014/6/30,1077615910,268360992.5,809254917.2,24704866.7
300213,2014/12/31,1366397271,384258369,982138901.9,85971269.72
300213,2015/6/30,1584315659,593585943.9,990729715,23655392.68
300213,2015/12/31,1650836778,728073427.1,922763351.2,68126543.25
300213,2016/6/30,1670165151,776814090.4,893351060.5,36851589.22
300213,2016/12/31,2325829593,712301892.1,1613527701,89272308.38
300213,2017/6/30,2229025661,611479996.6,1617545665,17943103.45
300213,2017/12/31,2950334337,1003704315,1946630022,134377324.9
300213,2018/6/30,3060784972,1173879178,1886905793,55131650.43
300214,2014/6/30,1447865513,242512013.7,1205353499,28689845.75
300214,2014/12/31,1389861168,154356569.6,1235504598,66317685.31
300214,2015/6/30,1525531650,260164812.2,1265366837,60456580.43
300214,2015/12/31,1551392244,231959342.8,1319432901,123015497.3
300214,2016/6/30,1437778260,114383635.2,1323394625,56803933.58
300214,2016/12/31,1476116816,117199776.7,1358917040,103329608.2
300214,2017/6/30,1516024206,141026348.2,1374997857,48272574.92
300214,2017/12/31,1731496557,142412023.4,1589084534,156967045.8
300214,2018/6/30,1735561324,152080910.2,1583480414,59396422.17
300215,2014/6/30,2779467752,1457491205,1321976547,47712614.86
300215,2014/12/31,3267423763,1904967167,1362456597,77943528.56
300215,2015/6/30,3474806800,2156370922,1318435878,-26222344.63
300215,2015/12/31,3821342840,2454918221,1366424619,18845960.57
300215,2016/6/30,3582346901,2243440460,1338906441,16029694.14
300215,2016/12/31,3739829645,1829020192,1910809454,77150833.2
300215,2017/6/30,3908506350,1988205379,1920300971,67987937.26
300215,2017/12/31,3792102957,1796593799,1995509159,145924861.4
300215,2018/6/30,3899705213,1927626508,1972078704,61799851.35
300216,2014/6/30,1402418595,491946011.2,910472583.4,8272178.66
300216,2014/12/31,1705062065,726175960.4,978886104.8,134005544.8
300216,2015/6/30,2552034229,1532799743,1019234486,34214931.13
300216,2015/12/31,3051303966,2024636401,1026667564,24289660.7
300216,2016/6/30,3192951477,2127867293,1065084184,14666882.29
300216,2016/12/31,4336260785,3217803821,1118456964,-113055283.2
300216,2017/6/30,4760728678,3763069272,997659405.9,24996723.73
300216,2017/12/31,4681835624,3929106255,752729369,-837866445.9
300216,2018/6/30,4450382598,3915967502,534415095.6,-227489917.2
300217,2014/6/30,1605643467,454642807.8,1151000659,55477608.96
300217,2014/12/31,1670484290,460724454.4,1209759836,124676483.4
300217,2015/6/30,1737881735,507135930.7,1230745805,47067055.22
300217,2015/12/31,2316739747,460435747.8,1856303999,86289524.78
300217,2016/6/30,2177970965,338541564,1839429401,28942212.93
300217,2016/12/31,2737150883,708313392.3,2028837490,55997283.94
300217,2017/6/30,2707127620,641036874,2066090746,50881617.58
300217,2017/12/31,2972368951,900368598.2,2072000352,122283458.9
300217,2018/6/30,3385773177,1243298862,2142474315,109665855.5
300218,2014/6/30,1628392707,703378994.3,925013712.5,31111447.18
300218,2014/12/31,1756857754,774470159.7,982387594.1,47323096.18
300218,2015/6/30,1787108313,786817268.7,1000291044,29704501.42
300218,2015/12/31,1808632201,786550614.8,1022081586,47640214.98
300218,2016/6/30,1858289433,822255141.9,1036034292,30375022.66
300218,2016/12/31,1921107116,857133610,1063973506,49467706.82
300218,2017/6/30,1989541077,943925650.2,1045615427,-1012109.35
300218,2017/12/31,1950259436,907396469.4,1042862966,-21022492.55
300218,2018/6/30,1966338253,940644796.2,1025693457,-12613241.63
300219,2014/6/30,1142325111,291470600.5,850854510,30143524.43
300219,2014/12/31,1571759052,648700230.3,923058821.7,95132436.35
300219,2015/6/30,1742131892,751070620.7,991061271.8,73181114.9
300219,2015/12/31,2062691257,983317025.7,1079374232,184054157.3
300219,2016/6/30,3051711406,1213438307,1838273099,147474835.1
300219,2016/12/31,3327904655,1428956628,1898948027,125022776
300219,2017/6/30,4475107919,1884633126,2590474793,140862632.1
300219,2017/12/31,4971952810,2177149979,2794802831,352663879.5
300219,2018/6/30,5114970533,2156574862,2958395671,200150033.3
300220,2014/6/30,468952366,167607266.3,301345099.6,8156853.14
300220,2014/12/31,421855098.6,119381893.9,302473204.7,1399818.39
300220,2015/6/30,430539902.1,103326186.7,327213715.5,3519732.8
300220,2015/12/31,470440605.8,129561034.2,340879571.7,-20626380.9
300220,2016/6/30,470109336.9,122726361.1,347382975.9,6044687.83
300220,2016/12/31,465573632.2,123078666.4,342494965.8,4780494.13
300220,2017/6/30,460563136.5,111539367.9,349023768.6,7399986.15
300220,2017/12/31,351232710.6,100865021.4,250367689.2,-51514507.09
300220,2018/6/30,344333083.9,85944700.62,258388383.3,9811240.71
300221,2014/6/30,1066559658,380476991.2,686082666.7,9560701.22
300221,2014/12/31,1226519469,516351077.9,710168391.3,5750522.92
300221,2015/6/30,1314605015,570851251.7,743753763.2,19668095.45
300221,2015/12/31,1275160333,509728472.3,765431860.6,28571367.5
300221,2016/6/30,1457861260,593899180,863962079.8,93004163.63
300221,2016/12/31,1608843711,686034403,922809307.8,132975012.7
300221,2017/6/30,3281288644,1152727661,2128560982,79636252.97
300221,2017/12/31,3434133435,1180454698,2253678737,202638771.3
300221,2018/6/30,3348287767,1114323074,2233964693,49181195.12
300222,2014/6/30,1598641759,335709853.2,1262931906,25892748.68
300222,2014/12/31,1753270469,428079113.8,1325191355,80137888.22
300222,2015/6/30,1865236278,486633359.2,1378602919,77758718.16
300222,2015/12/31,2188409741,710065364.4,1478344376,158652861
300222,2016/6/30,3655432458,998946572.4,2656485886,81099783.45
300222,2016/12/31,4876904448,1206679318,3670225131,301144546.2
300222,2017/6/30,5285799310,1493312190,3792487120,114139917.8
300222,2017/12/31,5983162235,1836270276,4146891959,397921080.1
300222,2018/6/30,6906117494,2716231422,4189886072,133553949.1
300223,2014/6/30,1070384624,4333051.69,1066051572,-4905730.2
300223,2014/12/31,1073181303,15013754.8,1058167549,-18487220.25
300223,2015/6/30,1067210831,8377527.76,1058833303,-2162393.34
300223,2015/12/31,1126307071,36831264.23,1089475807,-12852913.27
300223,2016/6/30,1110211727,22619870.02,1087591857,-3161662.98
300223,2016/12/31,1134828508,37234830.93,1097593677,-5739540.94
300223,2017/6/30,1146473713,44269565.07,1102204148,582042.13
300223,2017/12/31,1156759953,31932326.7,1124827626,6720678.59
300223,2018/6/30,1180227956,42281921.43,1137946034,13826051.49
300224,2014/6/30,2039988399,571417108.3,1468571291,54386873.18
300224,2014/12/31,2036266939,501616768.6,1534650171,128136411
300224,2015/6/30,2863726179,767848651.8,2095877527,111410101.7
300224,2015/12/31,2938172616,840648608,2097524008,169320372.1
300224,2016/6/30,2980471134,784170203.3,2196300931,68136625.4
300224,2016/12/31,3206693673,874388791.6,2332304881,183820818
300224,2017/6/30,3630407280,717618754.3,2912788525,-41837696.74
300224,2017/12/31,3846530749,837744823.5,3008785925,-70335993.27
300224,2018/6/30,3878905194,1058106650,2820798544,33107820.01
300225,2014/6/30,1035162922,235910319.9,799252601.9,50196984.59
300225,2014/12/31,1023951065,222505745.4,801445319.3,93601606.32
300225,2015/6/30,1006955978,182250401.2,824705576.6,36106283.95
300225,2015/12/31,1071503639,216939311.8,854564327.2,66529579.23
300225,2016/6/30,1094340839,215282392,879058446.7,40241948.56
300225,2016/12/31,1157148606,255909872.8,901238733.7,75404831.62
300225,2017/6/30,1155471557,251979924.9,903491631.9,29179273.72
300225,2017/12/31,1210759304,295884697.4,914874607.1,48486828.97
300225,2018/6/30,1179008265,259950108.7,919058155.9,3488388.81
300226,2014/6/30,1200829033,666137315,534691718.2,-4002626.49
300226,2014/12/31,1581379401,730712972.1,850666429.3,1788039.27
300226,2015/6/30,2608968239,2124003486,484964753.2,-248015206.8
300226,2015/12/31,1870875377,1576275361,294600015.6,-448210320.9
300226,2016/6/30,3112686607,2153818162,958868445.8,15760003.15
300226,2016/12/31,5764219875,4678820118,1085399756,27177788.61
300226,2017/6/30,6837440072,5719825973,1117614099,31576149.77
300226,2017/12/31,10213820115,8039763544,2174056571,68101934.2
300226,2018/6/30,9423402650,7116400081,2307002569,100245105.9
300227,2014/6/30,535260781,131804268,403456513,14259153.2
300227,2014/12/31,586791824.6,209418747,377373077.6,33262878.75
300227,2015/6/30,591643290.9,194433787.4,397209503.5,31334861.45
300227,2015/12/31,604010674.7,221955492.1,382055182.6,25665233.36
300227,2016/6/30,634834069.3,254780343.8,380053725.5,-1234140.08
300227,2016/12/31,689782206.9,295461146.9,394321060,11261983.55
300227,2017/6/30,961256347.4,297730661.3,663525686.1,13529424.61
300227,2017/12/31,1061566933,351300668.1,710266265.1,62877203.67
300227,2018/6/30,1112537860,386356206.6,726181653.4,29481243.07
300228,2014/6/30,2994032000,1847049582,1146982418,128264370.4
300228,2014/12/31,3270016834,2037691593,1232325242,242326312.1
300228,2015/6/30,3047306329,1737926285,1309380044,57246931.34
300228,2015/12/31,3846166435,1818093248,2028073187,-10730643.34
300228,2016/6/30,3759305510,1751948642,2007356867,-91884935.19
300228,2016/12/31,3927425319,2139111633,1788313686,-351036907.9
300228,2017/6/30,4343558428,2526806197,1816752231,29453913.19
300228,2017/12/31,4206016537,2356363675,1849652863,66326495.54
300228,2018/6/30,4354500302,2527051148,1827449155,-19858320.11
300229,2014/6/30,984341940.3,113340298.8,871001641.5,12566432.42
300229,2014/12/31,1567914804,152364085.1,1415550719,82447551.22
300229,2015/6/30,1559058282,141446485.6,1417611797,9777749
300229,2015/12/31,1806583179,274952875.2,1531630304,102546196.3
300229,2016/6/30,1914891706,375644507.9,1539247198,6051293.58
300229,2016/12/31,2061570859,375449436.8,1686121422,123186571.1
300229,2017/6/30,2087799723,388551294.1,1699248429,18759940.43
300229,2017/12/31,2210218930,349442998.3,1860775931,169762096.8
300229,2018/6/30,2294198023,438526970.7,1855671052,24444521.54
300230,2014/6/30,676143407,107025373.1,569118033.9,27088578.31
300230,2014/12/31,705308573.7,107107390.6,598201183.1,66311125
300230,2015/6/30,1472880235,494911236.7,977968998,36025186.43
300230,2015/12/31,1681825549,596602508.2,1085223041,111847223.4
300230,2016/6/30,1806465524,666693476.6,1139772047,68384791.32
300230,2016/12/31,4071003285,1463134144,2607869141,188629758.2
300230,2017/6/30,4079212174,1376536326,2702675847,177449114.5
300230,2017/12/31,4200641043,1398558848,2802082195,371707491.2
300230,2018/6/30,4423450261,1453494851,2969955410,255985042.9
300231,2014/6/30,469293671.9,98591775.95,370701896,32412348.81
300231,2014/12/31,524589275.1,124854503.2,399734771.9,66441531.82
300231,2015/6/30,548405837.2,129057026.5,419348810.7,39681468.07
300231,2015/12/31,658671988.2,166585750.1,492086238.2,94101300.14
300231,2016/6/30,1066956072,547967544.3,518988527.9,67592073.38
300231,2016/12/31,1004287366,387389626.4,616897739.7,138120246.2
300231,2017/6/30,1200545538,569931209.3,630614328.7,71431696.7
300231,2017/12/31,1376696337,645510133.7,731186203.8,146484467.3
300231,2018/6/30,1842995420,503714837.3,1339280583,76342552.58
300232,2014/6/30,1179793736,542369234,637424502.1,43792586.2
300232,2014/12/31,1337982728,661226094.8,676756633.4,83870993.52
300232,2015/6/30,1534135589,780299285.8,753836303,89871671.42
300232,2015/12/31,1703810744,664609517,1039201227,146246071.1
300232,2016/6/30,1948346484,854273138.5,1094073346,73487961.36
300232,2016/12/31,2605671578,1082452812,1523218766,177785272.3
300232,2017/6/30,3113295279,1467495850,1645799430,150227815.9
300232,2017/12/31,4891576573,2845089192,2046487380,323145500
300232,2018/6/30,5523392127,3270085559,2253306568,245009325.5
300233,2014/6/30,1652253654,536380267.5,1115873387,63293040.5
300233,2014/12/31,1785278864,668605864.2,1116673000,127869750.1
300233,2015/6/30,1802365003,606460485.5,1195904517,97578295.33
300233,2015/12/31,1996292207,685945662.1,1310346545,165065030.2
300233,2016/6/30,2033133951,623068221.2,1410065729,66429360.2
300233,2016/12/31,2256882764,752679538.7,1504203225,149737957.2
300233,2017/6/30,4678537391,912127374.8,3766410016,145155497.8
300233,2017/12/31,4903902054,966235801.4,3937666253,340483657.8
300233,2018/6/30,4982617518,977450629,4005166889,191442231.2
300234,2014/6/30,693810221.9,212052041.9,481758180,65263547.56
300234,2014/12/31,761486369.7,229820741.2,531665628.5,118877107
300234,2015/6/30,815742567.1,239942399.2,575800167.9,59702325.34
300234,2015/12/31,876032254.3,289871102.5,586161151.8,64605838.94
300234,2016/6/30,1165971735,172597395.6,993374339.4,11449022.89
300234,2016/12/31,1186226086,175057201.3,1011168884,16905938.81
300234,2017/6/30,1176187005,167534464.4,1008652540,1758819.78
300234,2017/12/31,1219268677,211818028.8,1007450648,-5921569.97
300234,2018/6/30,1196975198,190239730.6,1006735467,886052.13
300235,2014/6/30,341713678.3,12463535.82,329250142.5,8153855.1
300235,2014/12/31,354751851.3,21380744.15,333371107.2,17578659.23
300235,2015/6/30,346773765.9,15624275.7,331149490.2,10265889.68
300235,2015/12/31,367695743.1,28815798.79,338879944.3,20572170.13
300235,2016/6/30,350540733.4,12548263.09,337992470.3,4366309.11
300235,2016/12/31,372239158.5,24406210.89,347832947.6,13264802.33
300235,2017/6/30,591646906.4,15315740.46,576331166,-2578613.57
300235,2017/12/31,608796383.2,26241478.01,582554905.2,8747758.36
300235,2018/6/30,609718638.9,22564552.61,587154086.3,4573002.13
300236,2014/6/30,969784661.3,159894122,809890539.3,35859578.01
300236,2014/12/31,1040871260,183704690.6,857166569.2,76244336.08
300236,2015/6/30,1008927165,125654479.3,883272686.1,27993064.48
300236,2015/12/31,1159959929,252899238.3,907060690.5,44811617.95
300236,2016/6/30,1361939923,144382263.9,1217557659,31395904.66
300236,2016/12/31,1470103009,214420607.3,1255682402,52959728.83
300236,2017/6/30,1430905008,159139527.8,1271765480,40722671.22
300236,2017/12/31,1513824222,209877424.1,1303946798,83731958.53
300236,2018/6/30,1456877590,194498617.6,1262378973,-21352945.38
300237,2014/6/30,1060652320,458905289.5,601747030.3,31315292.28
300237,2014/12/31,2880102840,1658259701,1221843139,126805483.5
300237,2015/6/30,2930186589,1669048738,1261137851,61619311.26
300237,2015/12/31,4430010565,2180592818,2249417747,239045649.1
300237,2016/6/30,4709615195,2331015664,2378599530,177742409.9
300237,2016/12/31,5878561548,3198283579,2680277969,529232695.5
300237,2017/6/30,6727506225,3812170205,2915336019,284378577.1
300237,2017/12/31,8106512705,4750251539,3356261166,756169424.9
300237,2018/6/30,8655478307,5045833491,3609644816,367329078.4
300238,2014/6/30,566701422.1,61740184,504961238.1,16323679.06
300238,2014/12/31,619537080.6,87924847.51,531612233.1,51100956.18
300238,2015/6/30,656202127.7,84403452.25,571798675.4,15812274.97
300238,2015/12/31,807023693.1,186406295.9,620617397.2,61674594.67
300238,2016/6/30,943955503.4,299121370.2,644834133.3,9451467.89
300238,2016/12/31,1636692595,201519929.5,1435172666,42295161.8
300238,2017/6/30,1613412277,172237518.3,1441174759,24186432.76
300238,2017/12/31,1718166654,505245300.1,1212921354,67127059.07
300238,2018/6/30,1705608405,585322627.4,1120285778,233953.18
300239,2014/6/30,531013751,190963174.1,340050576.9,5704979.15
300239,2014/12/31,530569565.3,190013775,340555790.3,3691667.39
300239,2015/6/30,526522406.4,185904307.5,340618098.9,3425425.14
300239,2015/12/31,780043276.8,73497083.27,706546193.5,3737971.33
300239,2016/6/30,770639127.4,62657507.18,707981620.2,8127693.33
300239,2016/12/31,833132333.5,114272294.5,718860039,17976818.28
300239,2017/6/30,878642917,159163774,719479143,14542276.61
300239,2017/12/31,971535396.6,241780572.8,729754823.9,26453608.15
300239,2018/6/30,1074610344,341540136.1,733070208,19992558.35
300240,2014/6/30,1634072969,460095532.5,1173977436,36032965.09
300240,2014/12/31,1596035209,432435673.5,1163599536,55261398.18
300240,2015/6/30,1656257095,490852485.9,1165404609,24156582.62
300240,2015/12/31,1685553921,496186398.1,1189367523,55581093.19
300240,2016/6/30,1843637845,623924040.5,1219713804,30960303.79
300240,2016/12/31,2027470845,766632441.9,1260838403,61046189.27
300240,2017/6/30,2124037006,918045293.1,1205991713,49673732.47
300240,2017/12/31,2254110303,1012845870,1241264433,119626245.7
300240,2018/6/30,2345762128,1064311437,1281450691,60923898.92
300241,2014/6/30,1096605922,468797160.2,627808762.3,19206986.2
300241,2014/12/31,1244151931,604017615.3,640134316.1,17643171.03
300241,2015/6/30,1263248240,616528293,646719947.5,18180555.92
300241,2015/12/31,1184466507,526335832.4,658130675.1,24560262
300241,2016/6/30,1716801931,735493603.6,981308327.5,17831235.83
300241,2016/12/31,1894511700,868764924,1025746776,45568240.5
300241,2017/6/30,2259016136,1185511620,1073504515,26352301.83
300241,2017/12/31,2399152070,1173545503,1225606567,157602920
300241,2018/6/30,2342207658,1056473437,1285734221,79953388.11
300242,2014/6/30,314108276.1,59680957.42,254427318.7,1439802.08
300242,2014/12/31,314879121.2,57860398.09,257018723.1,2769041.23
300242,2015/6/30,860628652,362150141.5,498478510.5,14101168.94
300242,2015/12/31,2570368468,614732705.7,1955635762,57009479.09
300242,2016/6/30,2675170908,600014952.4,2075155955,113670931.8
300242,2016/12/31,2795340541,662007833.6,2133332708,180250864.6
300242,2017/6/30,2787540283,569961472,2217578811,107442431.4
300242,2017/12/31,2758883761,455055745.6,2303828015,196912290.4
300242,2018/6/30,3307629397,968470534.4,2339158863,60916192.85
300243,2014/6/30,870122604.4,459337213.1,410785391.3,23397710.02
300243,2014/12/31,858075475.6,434778346.6,423297129,45578395.92
300243,2015/6/30,881016482,438108554.3,442907927.8,30824804.91
