Stkcd,Accper,total_assets,tptal_liability,total_equity,operating profit
2419,2015/12/31,13884448452,8370729476,5513718977,1759482262
2419,2016/6/30,12994048907,7633750179,5360298728,370072052.2
2419,2016/12/31,14758025665,9159730607,5598295057,672608901.2
2419,2017/6/30,13870796491,8185439696,5685356795,499520606.8
2419,2017/12/31,15406830962,9379951800,6026879163,923087162.8
2419,2018/6/30,14456904688,8304788718,6152115970,609392110.1
2420,2014/6/30,3240306802,1673992143,1566314660,-29492019.05
2420,2014/12/31,3658130098,2034715602,1623414496,5631181.65
2420,2015/6/30,3814094345,2189619047,1624475298,116767.45
2420,2015/12/31,4054200718,2393296212,1660904505,16641074.58
2420,2016/6/30,3762933333,2177248839,1585684494,-97334530.13
2420,2016/12/31,4149221554,2472048326,1677173228,-26432993.32
2420,2017/6/30,4228177058,2605764474,1622412585,-72790012.03
2420,2017/12/31,4125822405,2930276337,1195546068,-584497649.8
2420,2018/6/30,3364072752,2201381429,1162691323,-26557471.35
2421,2014/6/30,1551203553,676690240,874513313,40881865.67
2421,2014/12/31,2600385359,852939874.3,1747445484,164933527.3
2421,2015/6/30,2790390820,922693167.3,1867697652,54115856.39
2421,2015/12/31,4843555495,2170522860,2673032635,176448899.3
2421,2016/6/30,4421073151,1665951780,2755121371,99617343.39
2421,2016/12/31,4830628787,1854923315,2975705472,324532769
2421,2017/6/30,5070212033,2026709639,3043502393,114297584.8
2421,2017/12/31,5457255341,2192434878,3264820463,378731215.1
2421,2018/6/30,6125547774,2878683740,3246864034,117071154.3
2422,2014/6/30,19140857875,8674827965,10466029910,610075654
2422,2014/12/31,21202835316,10232464778,10970370538,1088751954
2422,2015/6/30,21570689273,10328120574,11242568699,443574450
2422,2015/12/31,22583347327,11419487380,11163859947,573503608
2422,2016/6/30,23855412150,12486562068,11368850082,427759798
2422,2016/12/31,23409878945,11943529969,11466348976,668057617
2422,2017/6/30,24855039955,13065011833,11790028122,383408699
2422,2017/12/31,27988160462,16005708357,11982452105,1156832662
2422,2018/6/30,28253442044,15443021989,12810420055,853226459
2423,2014/6/30,3050538782,1271917197,1778621584,-16628860.41
2423,2014/12/31,3542858274,1506933347,2035924927,-59974319.01
2423,2015/6/30,3434347512,1422008253,2012339259,-29679096.63
2423,2015/12/31,3483885349,1660744145,1823141204,-241350523.2
2423,2016/6/30,3731212775,1955870606,1775342169,-64619519.25
2423,2016/12/31,3773296179,1943966195,1829329984,-75853415.11
2423,2017/6/30,3688820496,1958509500,1730310996,-102302024.1
2423,2017/12/31,3425868807,1853754962,1572113845,-256365378.9
2423,2018/6/30,3659714693,2131877767,1527836927,-55173728.29
2424,2014/6/30,3396742298,1228626754,2168115545,160122386.4
2424,2014/12/31,3565181480,1217274192,2347907287,371529050.5
2424,2015/6/30,3529652432,1093759234,2435893198,204387707.4
2424,2015/12/31,3841513010,1160537049,2680975961,470634476.8
2424,2016/6/30,3884177375,1096078261,2788099114,251721892.3
2424,2016/12/31,4235956472,1170614529,3065341943,569902209.5
2424,2017/6/30,4396623387,1199741354,3196882033,290455134.7
2424,2017/12/31,4822671250,1355474830,3467196420,626416486.7
2424,2018/6/30,4992292307,1368690624,3623601683,324324882.4
2425,2014/6/30,1724702819,148438383.8,1576264435,11337393.41
2425,2014/12/31,1781980304,160567368.4,1621412936,10275603.89
2425,2015/6/30,2852721912,774584594,2078137318,1692493.54
2425,2015/12/31,2669465375,535557207.1,2133908167,32110814.93
2425,2016/6/30,4149245759,652409445.4,3496836313,34463133.95
2425,2016/12/31,4208751394,748621891.6,3460129502,112762927.6
2425,2017/6/30,4212945769,683223720.3,3529722049,81936849.38
2425,2017/12/31,4541581900,891086046.1,3650495854,200828549
2425,2018/6/30,4611664686,848292546.4,3763372139,145351598.2
2426,2014/6/30,3249136807,1745284121,1503852686,107685751.5
2426,2014/12/31,5137662347,2102759509,3034902838,165303477.5
2426,2015/6/30,5436177805,2322338785,3113839020,112780398.9
2426,2015/12/31,11307420439,5963570063,5343850376,321615775.5
2426,2016/6/30,12545429494,6846590152,5698839342,475200927.7
2426,2016/12/31,16543534479,7890680348,8652854131,541039486.8
2426,2017/6/30,17835627344,8966877004,8868750340,245762514
2426,2017/12/31,18492953856,9485701274,9007252581,324390861.4
2426,2018/6/30,20439684492,11170684900,9268999592,365287882.9
2427,2014/6/30,2658987710,1603669278,1055318432,55646720.27
2427,2014/12/31,2531758099,1420215736,1111542363,105040188.8
2427,2015/6/30,3476615201,1357899115,2118716085,80390927.84
2427,2015/12/31,3066986794,912446840.6,2154539954,120763528.3
2427,2016/6/30,3204084458,1031426918,2172657540,81088274.51
2427,2016/12/31,5735874298,3313997866,2421876432,202616256.4
2427,2017/6/30,7172256784,4393911390,2778345394,178373501.5
2427,2017/12/31,7877559181,6071695139,1805864041,495316901.7
2427,2018/6/30,7754573741,5927954562,1826619179,48639431.32
2428,2014/6/30,1997981272,453560726.5,1544420546,70563466.9
2428,2014/12/31,2038326157,412920495.8,1625405662,120476321.5
2428,2015/6/30,2159882831,497036971.9,1662845859,47511991.33
2428,2015/12/31,2240922714,566110301.3,1674812412,43495180.36
2428,2016/6/30,2081072967,462304694.4,1618768272,-42979507.89
2428,2016/12/31,1905804062,357653643.2,1548150419,-129081000.8
2428,2017/6/30,1986825424,460382166.4,1526443258,-4038419.89
2428,2017/12/31,1969391322,436828939.2,1532562383,16575544.16
2428,2018/6/30,1916220136,376456877.6,1539763258,7965336.59
2429,2014/6/30,6829167135,2728155640,4101011495,297104815.4
2429,2014/12/31,6896422101,2410201626,4486220475,724065036.5
2429,2015/6/30,8441396863,3718684818,4722712045,292165479
2429,2015/12/31,9455912848,4608759803,4847153045,342553901.5
2429,2016/6/30,9190152656,4207438686,4982713970,220060816.2
2429,2016/12/31,12295905042,4533970998,7761934045,304746115.9
2429,2017/6/30,13532437352,5514001466,8018435886,372004725.5
2429,2017/12/31,16619660510,8355015855,8264644655,695429198.5
2429,2018/6/30,17705439767,9214826228,8490613539,262834190.6
2430,2014/6/30,10045539739,6207422328,3838117410,56418304.99
2430,2014/12/31,9401753097,5458475070,3943278027,171594849.1
2430,2015/6/30,9794521793,5791329297,4003192495,86415985.97
2430,2015/12/31,9730714149,5627924087,4102790062,162895453.4
2430,2016/6/30,9652958760,5630274012,4022684748,-51698383.64
2430,2016/12/31,9913701404,6180204208,3733497196,-302568100.5
2430,2017/6/30,10117622339,6279858045,3837764294,118566998.9
2430,2017/12/31,11089204683,6077704955,5011499728,529042098.2
2430,2018/6/30,10810275511,5526588841,5283686670,453766984.7
2431,2014/6/30,7890719136,5125941661,2764777474,190757484.8
2431,2014/12/31,9362294987,6317274454,3045020533,522541028.7
2431,2015/6/30,10811692836,6222012706,4589680131,166151202.7
2431,2015/12/31,12245058801,7931854844,4313203957,-194434730
2431,2016/6/30,12328552424,7863582868,4464969556,52039163.68
2431,2016/12/31,13656168458,9112349911,4543818547,50955033.49
2431,2017/6/30,14647713100,9053601592,5594111508,105974278
2431,2017/12/31,15676849918,9904376387,5772473531,383615112.9
2431,2018/6/30,17395578811,11473379198,5922199613,192617743
2432,2014/6/30,898187016.6,157615463.6,740571553.1,-7607011.65
2432,2014/12/31,1002440894,243687936.7,758752957.2,20313175.75
2432,2015/6/30,951436238,239073798.5,712362439.6,-52434793.57
2432,2015/12/31,819867228.1,210920941.7,608946286.4,-153196329.4
2432,2016/6/30,1650115581,172861463.1,1477254118,-53784356.97
2432,2016/12/31,2356194479,814572425.3,1541622054,8215712.26
2432,2017/6/30,2301412557,842768164.6,1458644392,-45956194.67
2432,2017/12/31,2098110806,729060759.2,1369050047,-171321313.3
2432,2018/6/30,1842641502,356968701.4,1485672800,-59779877.47
2433,2014/6/30,2732798498,648666407.6,2084132091,70072423.75
2433,2014/12/31,4493309540,718756974.8,3774552566,203537652.7
2433,2015/6/30,4515254621,648308859.3,3866945762,87547072.57
2433,2015/12/31,5868858396,1358899186,4509959210,219119471.7
2433,2016/6/30,6522025590,1940575719,4581449871,82761265.93
2433,2016/12/31,6879185554,2137051185,4742134370,266119837.1
2433,2017/6/30,7438646088,2604957143,4833688945,136164683.4
2433,2017/12/31,8154975549,3128195232,5026780317,304333475.8
2433,2018/6/30,8331823090,3231989362,5099833728,88643687.33
2434,2014/6/30,3540118631,1357700588,2182418043,133861333.7
2434,2014/12/31,4061792090,1802920726,2258871363,226014424
2434,2015/6/30,4277968282,1962650159,2315318123,144499329.4
2434,2015/12/31,6082191898,3663772303,2418419595,235290611.5
2434,2016/6/30,6285108590,3911494487,2373614104,149919908.4
2434,2016/12/31,9880995407,4233339522,5647655885,351993068.3
2434,2017/6/30,9170136080,3225427640,5944708441,438520106.8
2434,2017/12/31,9115863432,2946033491,6169829941,785530031.8
2434,2018/6/30,9588294637,3374999346,6213295291,311409925.9
2435,2014/6/30,1321038223,490170761.2,830867462.1,25015242.18
2435,2014/12/31,1369779346,512602620.6,857176725,55492167.73
2435,2015/6/30,1456298126,601252792.1,855045334.4,21630678.34
2435,2015/12/31,1422539509,541489502.2,3979856206,45768202.36
2435,2016/6/30,1370008948,503873821.1,866135126.9,16900751.98
2435,2016/12/31,5886599846,822412046.3,5064187800,337974125.7
2435,2017/6/30,6375710744,1161042872,5214667871,164072267
2435,2017/12/31,6816893915,1474165800,5342728115,375488837.4
2435,2018/6/30,6708367003,1423908539,5284458464,221318908.9
2436,2014/6/30,2508584779,845775327.3,1662809452,77427114.29
2436,2014/12/31,2615527739,901922592.5,1713605147,125425369.1
2436,2015/6/30,3280916740,1133968558,2146948183,53391224.62
2436,2015/12/31,3795192816,1525329359,2269863457,138624141.1
2436,2016/6/30,3946565338,1625256058,2321309280,83114542.71
2436,2016/12/31,4250727255,1798670306,2452056949,219270422.4
2436,2017/6/30,4242041217,1824619283,2417421935,125723761.2
2436,2017/12/31,4435336474,1959879601,2475456873,219331318.5
2436,2018/6/30,4641035271,2107573772,2533461498,133385649.9
2437,2014/6/30,4334219386,1668863223,2665356163,235709472.8
2437,2014/12/31,4922349659,1820159327,3102190332,491154517.4
2437,2015/6/30,7368229296,3866806586,3501422710,396683553.8
2437,2015/12/31,8318360330,4845574325,3472786005,762308189.9
2437,2016/6/30,8255055657,4595957141,3659098516,398211316.1
2437,2016/12/31,8666544466,4619909034,4046635432,778340809.2
2437,2017/6/30,8831594992,4686496609,4145098383,258885767.1
2437,2017/12/31,9064144464,4811610283,4252534181,341951470.6
2437,2018/6/30,9407446340,4963031674,4444414666,284980728.2
2438,2014/6/30,1218738215,305326652.8,913411562.2,30810151.9
2438,2014/12/31,1263734088,325990409.5,937743678.2,57944653.25
2438,2015/6/30,1286033126,341520420.6,944512705.3,16997283.79
2438,2015/12/31,1753771652,621889386.2,1131882266,16060271.99
2438,2016/6/30,1858919443,671010231.7,1187909212,26189809.09
2438,2016/12/31,1947662507,729040328.5,1218622179,50241791.76
2438,2017/6/30,2384044159,700335697.9,1683708461,26661455.51
2438,2017/12/31,2905922860,1185272263,1720650597,64970972.94
2438,2018/6/30,3056250486,1302864931,1753385555,42276283.2
2439,2014/6/30,1637467118,363106665.8,1274360452,-87062379.86
2439,2014/12/31,2402105105,786107444.6,1615997661,113472186.8
2439,2015/6/30,2236955559,633450817.3,1603504742,-76658805.51
2439,2015/12/31,2827616558,1028107010,1799509548,151529414.3
2439,2016/6/30,2770578803,741044185.1,2029534618,-87212050.3
2439,2016/12/31,3254952460,995566544.6,2259385915,133056163.8
2439,2017/6/30,3637502275,905133783.8,2732368491,-40892339.13
2439,2017/12/31,4275011677,1098189268,3176822409,357586047
2439,2018/6/30,3990870372,872736900.5,3118133472,1589374.92
2440,2014/6/30,7639066110,1952057467,5687008643,893391896
2440,2014/12/31,7795834949,1732844336,6062990613,1643497130
2440,2015/6/30,8248151739,1991480934,6256670804,727860448.9
2440,2015/12/31,7590301406,1411348632,6178952774,822611052.7
2440,2016/6/30,7254021935,1104678040,6149343896,318075663.9
2440,2016/12/31,7839398891,1340977130,6498421762,809395482.7
2440,2017/6/30,8778857845,2093121165,6685736680,493918641.9
2440,2017/12/31,8979024366,1745160081,7233864285,1139202707
2440,2018/6/30,9410594175,1801655100,7608939075,856444842.8
2441,2014/6/30,3785256524,1608713906,2176542618,151779142.5
2441,2014/12/31,3792666141,1522191617,2270474524,283041448.8
2441,2015/6/30,4009377274,1683521160,2325856114,147797586.4
2441,2015/12/31,3832188026,1440468437,2391719589,236376554.8
2441,2016/6/30,4564654918,1136120031,3428534887,107996463.3
2441,2016/12/31,4592311585,1100756567,3491555018,203370977.2
2441,2017/6/30,5204143625,1490700950,3713442675,160823274.9
2441,2017/12/31,5201792580,1417822249,3783970331,273176514.7
2441,2018/6/30,5308422209,1538948829,3769473379,154436470.2
2442,2014/6/30,3061436439,1942465566,1118970873,-8163988.66
2442,2014/12/31,3160951563,2023541975,1137409588,-6534484.56
2442,2015/6/30,2908325790,1789814752,1118511038,-25847630.85
2442,2015/12/31,2830343945,1776067054,1054276891,-103780156
2442,2016/6/30,2629177227,1560027584,1069149643,-7208633.92
2442,2016/12/31,2613788072,1504507301,1109280771,31846492.73
2442,2017/6/30,2951015896,1826692569,1124323328,50957527.32
2442,2017/12/31,2971430591,1837874909,1133555681,72746808.09
2442,2018/6/30,2863426782,1666814159,1196612623,75358875.13
2443,2014/6/30,2654740920,624199864.5,2030541055,38212412.21
2443,2014/12/31,2639356167,574003929.5,2065352238,85125926.27
2443,2015/6/30,2494217515,428645665.5,2065571850,64256205.47
2443,2015/12/31,2736575748,632943349.3,2103632399,104583369.1
2443,2016/6/30,2935866998,835191860,2100675138,56211735.89
2443,2016/12/31,3259501840,1146110495,2113391344,58587248.87
2443,2017/6/30,3369231882,1216502800,2152729082,43071174.64
2443,2017/12/31,3255595008,997270622.2,2258324386,191778973.9
2443,2018/6/30,3421143295,1091734146,2329409149,86379058.9
2444,2014/6/30,5008237586,1349347374,3658890212,269980467.2
2444,2014/12/31,5427051487,1478141203,3948910284,628506250
2444,2015/6/30,5465507452,1518645074,3946862378,250936110.8
2444,2015/12/31,5525823031,1409396443,4116426588,606932423
2444,2016/6/30,7046053970,1772046655,5274007314,314716729.5
2444,2016/12/31,7092735710,1352746034,5739989677,844505737.1
2444,2017/6/30,7603009228,1704927126,5898082102,330779657.4
2444,2017/12/31,7921800766,1827786561,6094014205,709437195.3
2444,2018/6/30,8020842258,1601769242,6419073016,393903435.4
2445,2014/6/30,2332848859,1322118190,1010730668,36932550.24
2445,2014/12/31,2513773400,1470883242,1042890159,67583745.16
2445,2015/6/30,3558750947,1570834643,1987916304,53939362.58
2445,2015/12/31,3655239261,1492304530,2162934730,143307715.6
2445,2016/6/30,4682804757,2475481524,2207323233,55330775.27
2445,2016/12/31,6305030523,2627087232,3677943291,229565681.3
2445,2017/6/30,6953576075,2766712917,4186863158,140246143.1
2445,2017/12/31,7701946284,3355834827,4346111457,309328779.8
2445,2018/6/30,7809502467,3455934168,4353568300,48472348.11
2446,2014/6/30,843409279.6,182286612.7,661122666.9,7840707.75
2446,2014/12/31,1519082005,288040376.5,1231041628,51695219.4
2446,2015/6/30,1582557169,305692440.7,1276864728,49563591.48
2446,2015/12/31,2935280663,634208112.1,2301072551,127006309.3
2446,2016/6/30,3006680774,597920593.1,2408760181,138792683.5
2446,2016/12/31,3261150988,814674272.3,2446476716,245137540.4
2446,2017/6/30,3299836912,788402940.7,2511433971,87460382.88
2446,2017/12/31,3399382367,872825806.5,2526556561,103509575.7
2446,2018/6/30,3569772183,959635528,2610136655,109865956.3
2447,2014/6/30,3000385819,1076909479,1923476340,77163163.7
2447,2014/12/31,3213513862,1107977572,2105536290,224998837.4
2447,2015/6/30,3179070784,1033629989,2145440795,45461897.39
2447,2015/12/31,3271487153,900999925.2,2370487228,248917225.5
2447,2016/6/30,3164503410,804207515.3,2360295895,5545200.9
2447,2016/12/31,3194994642,443564994.8,2751429648,282667442.9
2447,2017/6/30,3224378462,415840028.7,2808538433,47322836.94
2447,2017/12/31,2747839828,669973044.9,2077866784,373130281.9
2447,2018/6/30,2773456790,607700257.2,2165756533,88832405.61
2448,2014/6/30,2427502038,605222321.3,1822279716,107614795.1
2448,2014/12/31,2492350971,573120841.2,1919230130,200635900.5
2448,2015/6/30,2552414855,580107389.3,1972307466,113831246.6
2448,2015/12/31,2595432581,538793119,2056639462,209613046.5
2448,2016/6/30,2616465354,512471333,2103994021,114042681.7
2448,2016/12/31,2743609363,525452487.9,2218156876,232767284.2
2448,2017/6/30,3406013041,1109018056,2296994986,152912231
2448,2017/12/31,3824050670,1382797264,2441253406,339459402.2
2448,2018/6/30,4078437872,1493849863,2584588009,153244043.2
2449,2014/6/30,3514215111,1156560488,2357654623,69254265.48
2449,2014/12/31,3678746068,1253352220,2425393848,125463065
2449,2015/6/30,4324581587,1445382903,2879198684,82057453.11
2449,2015/12/31,4392274621,1447077434,2945197187,145564715.8
2449,2016/6/30,4651098779,1698014385,2953084394,79057070.64
2449,2016/12/31,5676027314,2754905801,2921121513,184044237.4
2449,2017/6/30,5638867110,2664116894,2974750216,176231960
2449,2017/12/31,6270168168,3097482713,3172685455,408980958.5
2449,2018/6/30,6053412804,2810688127,3242724677,252983106.9
2450,2014/6/30,9369074644,5144581216,4224493428,529477270.9
2450,2014/12/31,10876503652,6049863498,4826640154,1174515358
2450,2015/6/30,12680782427,7273259520,5407522907,779350513.8
2450,2015/12/31,18368004106,9153329435,9214674671,1635829229
2450,2016/6/30,19755848678,9712750089,10043098589,1065450303
2450,2016/12/31,26425136654,10822695557,15602441097,2267479200
2450,2017/6/30,31153588307,14478950514,16674637793,1517961975
2450,2017/12/31,34262356437,16232995433,18029361004,2892951008
2450,2018/6/30,36679622777,17108159123,19571463654,1776982891
2451,2014/6/30,1264631533,613709380.7,650922152.7,13750933.95
2451,2014/12/31,1580229382,899634540.4,680594842.1,33705860.8
2451,2015/6/30,1706281254,1007151941,699129313.2,19531484.14
2451,2015/12/31,1819079158,1117432761,701646397.2,19352594.21
2451,2016/6/30,1911678132,1221722600,689955532.5,5513255.46
2451,2016/12/31,1772719123,1100074613,672644510,8296356.4
2451,2017/6/30,1702202642,1085387011,616815631.6,30193552.45
2451,2017/12/31,1631075917,976343901.3,654732016.1,86409382.81
2451,2018/6/30,1518208864,852069872.6,666138991.6,18697227.99
2452,2014/6/30,1311134934,180204010.1,1130930923,46247299.77
2452,2014/12/31,1400418046,220899404.9,1179518641,97028810.61
2452,2015/6/30,1407332938,212891775.9,1194441162,35924876.2
2452,2015/12/31,1822599406,590433782.2,1232165624,75028363.96
2452,2016/6/30,2130009220,882163919.1,1247845300,55692263.72
2452,2016/12/31,2847292118,1520461461,1326830657,138934550.9
2452,2017/6/30,2998542860,1633404030,1365138830,67412008.91
2452,2017/12/31,2888007318,1494523130,1393484188,88066329.05
2452,2018/6/30,2689040279,1328159012,1360881267,-19589208.34
2453,2014/6/30,1850638678,617174710.7,1233463968,34201785.46
2453,2014/12/31,1965602126,725415805.6,1240186320,42397198.44
2453,2015/6/30,2125288525,859328192.2,1265960333,33926136.59
2453,2015/12/31,1947752085,652075532.5,1295676552,27896185.26
2453,2016/6/30,2145972345,857213691.5,1288758653,15814313.67
2453,2016/12/31,2218273795,961613827.8,1256659967,-331333206.2
2453,2017/6/30,1932653709,973327027,959326682.1,1960342.08
2453,2017/12/31,2195613190,1254671909,940941280.5,7375228.74
2453,2018/6/30,2702086203,1718493513,983592689.4,17993625.72
2454,2014/6/30,3478722335,1135223565,2343498770,179438265.1
2454,2014/12/31,3746437083,1291515963,2454921120,348256651.8
2454,2015/6/30,3675780860,1180602355,2495178505,150948043.5
2454,2015/12/31,4369954608,1692332038,2677622570,383425773.7
2454,2016/6/30,4455218196,1633891267,2821326929,134287387.5
2454,2016/12/31,4812459893,1889613468,2922846425,272343344.9
2454,2017/6/30,5061298849,2044839430,3016459419,142530905.8
2454,2017/12/31,6154637473,2786124897,3368512576,442807147.5
2454,2018/6/30,5640847966,2229596411,3411251555,103596915.1
2455,2014/6/30,2172277029,1388123641,784153388.3,33732633.78
2455,2014/12/31,2109881599,1298376468,811505131.3,57549096.54
2455,2015/6/30,2134468581,1354605867,779862713.4,35256736.92
2455,2015/12/31,1891847863,1079451852,812396010.6,61710289.47
2455,2016/6/30,1792112606,996356282.5,795756323.4,31973166.48
2455,2016/12/31,1951869530,1102991529,848878000.6,58099883.36
2455,2017/6/30,2026884091,1166768331,860115759.6,38476796.88
2455,2017/12/31,2611002291,1286195004,1324807287,84387465.35
2455,2018/6/30,2608491078,1275976901,1332514177,71925840.13
2456,2014/6/30,13739606301,10242466332,3497139969,306518198.5
2456,2014/12/31,14155734900,8336065106,5819669794,636839284.4
2456,2015/6/30,15004581742,9021578143,5983003599,225807556
2456,2015/12/31,16067765331,10027931410,6039833921,446112203.5
2456,2016/6/30,19914470135,13568585664,6345884471,371953582.3
2456,2016/12/31,23434181048,15393641472,8040539576,680484768.9
2456,2017/6/30,29284612912,20713616902,8570996010,577083054
2456,2017/12/31,30838251787,21649862939,9188388848,956597980.1
2456,2018/6/30,39064128575,29213813764,9850314811,917795609.8
2457,2014/6/30,2326246684,603940137.4,1722306547,48242246.51
2457,2014/12/31,2245710399,499201082.4,1746509316,81238773.27
2457,2015/6/30,2332414576,578495906.1,1753918670,17314905.28
2457,2015/12/31,2473638208,673505084.1,1800133124,56481740.37
2457,2016/6/30,2492025073,666350184.9,1825674889,7800343.59
2457,2016/12/31,2913656532,1081564432,1832092100,28328599.53
2457,2017/6/30,2888530277,1108813607,1779716670,-39477296.8
2457,2017/12/31,2800541744,960071141.3,1840470603,38607117.17
2457,2018/6/30,2882920480,1067488907,1815431573,8909627.48
2458,2014/6/30,1587673203,964211206.9,623461996,-67923078.02
2458,2014/12/31,1824511259,1117300516,707210743.4,-49475673.59
2458,2015/6/30,1783248634,1264578371,518670263.8,-193119790.6
2458,2015/12/31,1754795712,1433348765,321446947.2,-406639662.9
2458,2016/6/30,1843111470,661899925.3,1181211545,271371084.8
2458,2016/12/31,1937060928,462629037.7,1474431891,565730089.9
2458,2017/6/30,2030706318,623038994,1407667324,-140703744.5
2458,2017/12/31,2144391505,919163384.7,1225228121,-318133664.8
2458,2018/6/30,2256013427,991991747.8,1264021679,30778360.97
2459,2014/6/30,1482651755,1018505397,464146357.5,-53333064.87
2459,2014/12/31,1749884356,235669913.6,1514214442,-20804995.51
2459,2015/6/30,1692572676,199470622.9,1493102053,-17587971.43
2459,2015/12/31,1352841542,138219598.7,1214621944,-305881895.5
2459,2016/6/30,1338741197,120655383.6,1218085813,1650161.17
2459,2016/12/31,1342105229,105723909.7,1236381320,17822876.33
2459,2017/6/30,1382793692,143193715.8,1239599976,751759.63
2459,2017/12/31,1431450140,171901904.3,1259548236,13364170.62
2459,2018/6/30,1455836664,187641460.4,1268195204,8708564.92
2460,2014/6/30,1791101973,406402376.2,1384699597,43234767.61
2460,2014/12/31,1954451784,566673122.7,1387778661,92141220.73
2460,2015/6/30,2068421447,661855615.3,1406565832,56579299.75
2460,2015/12/31,2527552380,644367042.2,1883185337,129503622.5
2460,2016/6/30,3094661824,1016647010,2078014813,370382664
2460,2016/12/31,3808742104,1318236284,2490505820,575944350.4
2460,2017/6/30,5305553305,2599059083,2706494222,673902244.5
2460,2017/12/31,7999100056,3955929927,4043170129,1754687253
2460,2018/6/30,8781398287,4180629422,4600768865,953764547.1
2461,2014/6/30,5812312182,2486685382,3325626800,38182107.69
2461,2014/12/31,6284537029,2921942420,3362594609,64794986.91
2461,2015/6/30,6371336176,2989614994,3381721182,36628035.56
2461,2015/12/31,6484938986,3052492653,3432446333,61772810.56
2461,2016/6/30,6283090225,2826599951,3456490274,47562590.91
2461,2016/12/31,6614865738,3039219801,3575645937,28349252.43
2461,2017/6/30,11042200082,3152746927,7889453156,87657098.54
2461,2017/12/31,11304480677,3312297920,7992182758,245946084.1
2461,2018/6/30,11371318302,3332967307,8038350995,200340528.3
2462,2014/6/30,3481069783,2113102128,1367967655,244660806.6
2462,2014/12/31,4547280342,2872679362,1674600981,406547564.9
2462,2015/6/30,5212345181,3390274848,1822070333,199355713
2462,2015/12/31,5886880265,3684829106,2202051159,399050127.4
2462,2016/6/30,6880759129,4182314714,2698444415,266564858.2
2462,2016/12/31,7379553031,4444306233,2935246798,545288833.6
2462,2017/6/30,8159772577,5016432601,3143339977,324588039.6
2462,2017/12/31,9204580842,6007403651,3197177191,631588476.1
2462,2018/6/30,10661707397,7191067941,3470639456,415372484.7
2463,2014/6/30,5209372551,1950782493,3258590058,26032824
2463,2014/12/31,5446962106,2224806147,3222155959,-27004025
2463,2015/6/30,5624531774,2443240848,3181290926,-63315355
2463,2015/12/31,5435561940,2207761963,3227799977,-34508010
2463,2016/6/30,5563518989,2307774815,3255744174,39164503
2463,2016/12/31,5323596211,1958568111,3365028100,125802745
2463,2017/6/30,5689025981,2299147215,3389878766,134721249
2463,2017/12/31,5992307566,2504101150,3488206416,289718460
2463,2018/6/30,6176340578,2570754202,3605586376,228032381
2464,2014/6/30,1076167596,181359596,894807999.9,9284709.43
2464,2014/12/31,904850197,149230556.5,755619640.5,-129106553.8
2464,2015/6/30,709556520.1,76341502.95,633215017.2,-112036467.4
2464,2015/12/31,2273138484,1299713249,973425235.3,-88018391.49
2464,2016/6/30,2098466922,1066210722,1032256200,46799777.05
2464,2016/12/31,2103762206,934938454.8,1168823751,185137232
2464,2017/6/30,2127398117,865798795.9,1261599321,44065477
2464,2017/12/31,2999058232,1626860641,1372197591,-27423587.93
2464,2018/6/30,3114177543,1637673454,1476504088,113612841.4
2465,2014/6/30,6454970820,1498682593,4956288227,122645868.7
2465,2014/12/31,8488703879,3102784856,5385919023,479003985.3
2465,2015/6/30,8326203238,3002567187,5323636052,162470961.5
2465,2015/12/31,9895063533,2938851571,6956211962,631539793.1
2465,2016/6/30,9654403295,2840524524,6813878771,216606112.8
2465,2016/12/31,10910142912,3704790860,7205352053,500391384.6
2465,2017/6/30,11905045601,3489526587,8415519014,188631707.8
2465,2017/12/31,11834565201,3257199823,8577365377,361576688.1
2465,2018/6/30,11269876180,2668069580,8601806600,211067605.3
2466,2014/6/30,6805021095,1439782603,5365238491,77593312.05
2466,2014/12/31,6128554518,1384078227,4744476291,293453707.2
2466,2015/6/30,7245292596,2839430436,4405862160,222340294.3
2466,2015/12/31,7516329371,3444217020,4072112351,514508312
2466,2016/6/30,8189178189,3351175163,4838003026,1127173564
2466,2016/12/31,11205934320,5411408341,5794525978,2216558318
2466,2017/6/30,12397770598,5410133107,6987637490,1520114937
2466,2017/12/31,17839857167,7204882558,10634974609,3425896515
2466,2018/6/30,18715460341,7405352428,11310107914,2074368014
2467,2014/6/30,1558156908,244216777.2,1313940130,71726013.1
2467,2014/12/31,1685543751,267311915.8,1418231835,144571919.1
2467,2015/6/30,1676930795,265192859.3,1411737935,64645245.89
2467,2015/12/31,2626993838,423123703.5,2203870134,65595035.12
2467,2016/6/30,2808527370,536663137.4,2271864232,94862022.4
2467,2016/12/31,2699470371,809530626.3,1889939745,-376744402.9
2467,2017/6/30,2357452666,428033225.7,1929419441,46358437.25
2467,2017/12/31,2375904975,474235027.4,1901669948,32995672.8
2467,2018/6/30,2328692587,390217556.7,1938475030,42286448.86
2468,2014/6/30,1637819687,871452731.9,766366954.7,5608842.22
2468,2014/12/31,1620410443,855927376.8,764483066.3,715559.24
2468,2015/6/30,1705924884,942695791.7,763229092.2,-3541779.33
2468,2015/12/31,1570362360,810538468,759823892.3,-8373860.55
2468,2016/6/30,1604196156,845852455,758343701.4,2610175.87
2468,2016/12/31,7964431744,2522102831,5442328912,1632386678
2468,2017/6/30,7394414729,1357001084,6037413644,964641019.4
2468,2017/12/31,8809008374,2032933108,6776075267,1893888222
